molecule_id,smiles,target_id,predicted_pIC50,ai_status,docking_score,binding_affinity,docking_status,consensus_score,molecular_weight,logp,hbd,hba,psa,rotatable_bonds,lipinski_violations,drug_likeness_score,drug_likeness_status
2-methoxyfuranodienone,COC1C/C(=C/Cc2c(C/C(=C/1)/C)occ2C)/C,default,5.3271,success,-7.82,,success,0.3712583333333333,246.35,3.98,0,2,22.37,1,0,-10.31,success
"3beta,16beta,20(R)-trihydroxydammar-24-ene",CC(=CCC[C@]([C@H]1[C@@H](O)C[C@]2(C1CC[C@H]1[C@H]2CCC2[C@]1(C)CC[C@@H](C2(C)C)O)C)(O)C)C,default,5.5565,success,-5.89,,success,0.3260416666666667,446.72,6.11,3,3,60.69,4,1,-8.27,success
"3beta,16beta,20(R)-trihydroxydammar-24-ene acetate",CC(=CCC[C@]([C@H]1[C@@H](O)C[C@@]2(C1CC[C@H]1[C@@]2(C)CCC2[C@]1(C)CC[C@@H](C2(C)C)OC(=O)C)C)(O)C)C,default,5.2653,success,-5.77,,success,0.297775,502.78,7.07,2,4,66.76,5,2,-7.23,success
"3beta-acetoxy-16beta,20(R)-dihydroxydammar-24-ene",CC(=CCC[C@]([C@H]1[C@@H](O)C[C@]2(C1CC[C@H]1[C@H]2CCC2[C@]1(C)CC[C@@H](C2(C)C)OC(=O)C)C)(O)C)C,default,5.4271,success,-5.87,,success,0.3145916666666667,488.75,6.68,2,4,66.76,5,1,-7.63,success
beta-amyrin,O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)CC1)C)C)C,default,5.2022,success,-5.33,,success,0.27785000000000004,426.73,8.17,1,1,20.23,0,1,-8.63,success
beta-amyrin acetate,CC(=O)OC1CCC2(C(C1(C)C)CCC1(C2CC=C2C1(C)CCC1(C2CC(C)(C)CC1)C)C)C,default,5.0697,success,-5.94,,success,0.2871416666666667,468.77,8.74,0,2,26.3,1,1,-8.15,success
"(20S)-3beta-acetoxy-12beta,16beta-trihydroxydammar-24-ene",CC(=CCC[C@@H]([C@H]1[C@@H](O)C[C@]2([C@@H]1[C@H](O)C[C@H]1[C@H]2CCC2[C@]1(C)CC[C@](C2(C)C)(O)OC(=O)C)C)C)C,default,5.7493,success,-5.55,,success,0.330775,504.75,5.86,3,5,86.99,5,2,-7.36,success
"(20S)-12beta,16beta-trihydroxydammar-24-ene-3beta-O-beta-glucopyranoside",OC[C@H]1OC(O[C@H]2CC[C@]3(C(C2(C)C)CC[C@@H]2[C@@H]3C[C@@H](O)[C@H]3[C@@]2(C)C[C@@H](C3[C@@](CCC=C(C)C)(O)C)O)C)[C@@H]([C@H]([C@@H]1O)O)O,default,6.4714,success,-1.9,,success,0.2692833333333333,624.86,2.91,7,9,160.07,7,2,-6.77,success
"(20S)-3beta-acetoxy-12beta,16beta,25-tetrahydroxydammar-23-ene",CC(=O)O[C@@]1(O)CC[C@]2(C(C1(C)C)CC[C@@H]1[C@@H]2C[C@@H](O)C2[C@]1(C)C[C@@H]([C@@H]2[C@H](C/C=C/C(O)(C)C)C)O)C,default,6.1454,success,-5.51,,success,0.36245000000000005,520.75,4.83,4,6,107.22,5,1,-7.55,success
"(20S)-3beta,12beta,16beta,25-pentahydroxydammar-23-ene",O[C@@H]1C[C@H]2[C@H]([C@@]3(C1[C@@H]([C@H](C/C=C/C(O)(C)C)C)[C@H](C3)O)C)CCC1[C@]2(C)CCC(C1(C)C)(O)O,default,6.089,success,-6.25,,success,0.38241666666666674,478.71,4.26,5,5,101.15,4,0,-8.37,success
(20R)-3beta-acetoxy-16beta-dihydroxydammar-24-ene,CC(=CCC[C@H]([C@H]1[C@@H](O)C[C@]2(C1CC[C@H]1[C@H]2CCC2[C@]1(C)CC[C@](C2(C)C)(O)OC(=O)C)C)C)C,default,5.6264,success,-6.02,,success,0.33620000000000005,488.75,6.89,2,4,66.76,5,1,-7.55,success
"(20R)-3beta,16beta-trihydroxydammar-24-ene",CC(=CCC[C@H]([C@H]1[C@@H](O)C[C@]2(C1CC[C@H]1[C@H]2CCC2[C@]1(C)CCC(C2(C)C)(O)O)C)C)C,default,5.6173,success,-6.41,,success,0.34844166666666665,446.72,6.32,3,3,60.69,4,1,-8.12,success
3beta-acetoxy-16beta-hydroxydammar-24-ene,CC(=CCC[C@H]([C@H]1[C@@H](O)C[C@]2(C1CC[C@H]1[C@H]2CCC2[C@]1(C)CC[C@@H](C2(C)C)OC(=O)C)C)C)C,default,5.5077,success,-6.11,,success,0.3293083333333333,472.75,7.57,1,3,46.53,5,1,-7.72,success
3beta-hydroxydammar-24-ene,CC(=CCC[C@H]([C@H]1CC[C@]2(C1CC[C@H]1[C@H]2CCC2[C@]1(C)CC[C@@H](C2(C)C)O)C)C)C,default,5.0854,success,-4.88,,success,0.25311666666666666,414.72,8.02,1,1,20.23,4,1,-8.46,success
3beta-acetoxydammar-24-ene,CC(=CCC[C@H]([C@H]1CC[C@]2(C1CC[C@H]1[C@H]2CCC2[C@]1(C)CC[C@@H](C2(C)C)OC(=O)C)C)C)C,default,4.9755,success,-5.3,,success,0.25795833333333335,456.76,8.6,0,2,26.3,5,1,-7.92,success
"(3R,20S)-3,20-dihydroxydammar-24-ene",CC(=CCC[C@@]([C@H]1CC[C@]2(C1CC[C@H]1[C@H]2CCC2[C@]1(C)CC[C@H](C2(C)C)O)C)(O)C)C,default,5.2451,success,-6.2,,success,0.310425,430.72,7.14,2,2,40.46,4,1,-8.29,success
"(3R,20S)-3-acetoxy-20-hydroxydammar-24-ene",CC(=CCC[C@@]([C@H]1CC[C@]2(C1CC[C@H]1[C@H]2CCC2[C@]1(C)CC[C@H](C2(C)C)OC(=O)C)C)(O)C)C,default,5.123,success,-6.13,,success,0.2979166666666667,472.75,7.71,1,3,46.53,5,1,-7.69,success
cabraleadiol 3-acetate,CC(=O)O[C@@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC[C@H]2[C@@]1(C)CC[C@@H]2[C@]1(C)CC[C@H](O1)C(O)(C)C)C)C,default,4.7951,success,-5.61,,success,0.2532583333333333,502.78,7.31,1,4,55.76,3,2,-7.65,success
"2-methoxy-8,12-epoxygermacra-1(10),7,11-trien-6-one",CO[C@@H]1C[C@@H](C)CC(=O)c2c(C/C(=C\1)/C)occ2C,default,5.7501,success,-9.9,,success,0.47584166666666666,262.35,3.7,0,3,39.44,1,0,-10.35,success
furanodienone,C/C/1=C\C(=O)c2c(C/C(=C/CC1)/C)occ2C,default,5.3888,success,-7.51,,success,0.36606666666666665,230.31,4.0,0,2,30.21,0,0,-10.24,success
"verticilla-4(20),7,11-triene",C=C1CC/C=C(/C)\CCC2=C(CC[C@@H](CC1)C2(C)C)C,default,5.2287,success,-4.33,,success,0.246725,272.48,6.6,0,0,0.0,0,1,-9.25,success
epi-lupeol,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]1CC[C@H]3[C@@]([C@]1(C)CC2)(C)CC[C@@H]1[C@]3(C)CC[C@H](C1(C)C)O)C,default,4.7865,success,-5.19,,success,0.2385416666666667,426.73,8.02,1,1,20.23,1,1,-8.56,success
"3beta,20(S)-dihydroxydammar-24-ene",CC(=CCC[C@@]([C@H]1CC[C@]2(C1CC[C@H]1[C@H]2CCC2[C@]1(C)CC[C@@H](C2(C)C)O)C)(O)C)C,default,5.2451,success,-5.83,,success,0.29809166666666664,430.72,7.14,2,2,40.46,4,1,-8.29,success
3beta-acetoxy-20(S)-dihydroxydammar-24-ene,CC(=CCC[C@@]([C@H]1CC[C@]2(C1CC[C@H]1[C@H]2CCC2[C@]1(C)CC[C@](C2(C)C)(O)OC(=O)C)C)(O)C)C,default,5.3082,success,-5.5,,success,0.29235,488.75,7.03,2,4,66.76,5,1,-7.48,success
20(S)-protopanxadiol,CC(=CCC[C@@]([C@H]1CC[C@@]2([C@@H]1[C@H](O)C[C@H]1[C@@]2(C)CC[C@@H]2[C@]1(C)CC[C@@H](C2(C)C)O)C)(O)C)C,default,5.3313,success,-6.25,,success,0.319275,460.74,6.5,3,3,60.69,4,1,-8.07,success
beta-boswellic acid,C[C@@H]1CC[C@]2([C@@H]([C@H]1C)C1=CC[C@H]3[C@@]([C@@]1(CC2)C)(C)CC[C@@H]1[C@]3(C)CC[C@H]([C@]1(C)C(=O)O)O)C,default,5.2343,success,-6.2,,success,0.309525,456.71,7.09,2,2,57.53,1,1,-8.22,success
actyl-beta-boswellic acid,CC(=O)O[C@@H]1CC[C@]2([C@H]([C@@]1(C)C(=O)O)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2[C@@H](C)[C@H](C)CC1)C)C)C,default,5.3713,success,-6.99,,success,0.347275,498.75,7.66,1,3,63.6,2,1,-7.63,success
incensole,C/C/1=C/CC2(CC[C@](O2)(C)[C@@H](CC/C(=C/CC1)/C)O)C(C)C,default,5.5096,success,-7.16,,success,0.36446666666666666,306.49,5.17,1,2,29.46,1,1,-9.7,success
incensole oxide,C/C/1=C/CCC2(C)OC2CC2(OC(C(CC1)O)(C)CC2)C(C)C,default,5.6684,success,-8.42,,success,0.4197,322.49,4.38,1,3,41.99,1,0,-9.88,success
isoincensole oxide,C/C/1=C\C[C@]2(CC[C@](O2)([C@@H]2O[C@]([C@@H](CC1)O)(C)CC2)C)C(C)C,default,5.803,success,-8.14,,success,0.42158333333333337,322.49,4.38,1,3,38.69,1,0,-10.09,success
actyl-11-keto-beta-boswellic acid,CC(=O)O[C@@H]1CC[C@]2(C([C@@]1(C)C(=O)O)CC[C@@]1([C@@H]2C(=O)C=C2[C@@]1(C)CC[C@@]1([C@H]2[C@@H](C)[C@H](C)CC1)C)C)C,default,5.5632,success,-6.67,,success,0.3526,512.73,6.84,1,4,80.67,2,2,-7.56,success
11-keto-beta-boswellic acid,CC(=O)O[C@@H]1CC[C@]2([C@H]([C@@]1(C)C(=O)O)CC[C@@]1([C@@H]2C(=O)C=C2[C@@]1(C)CC[C@@]1([C@H]2[C@@H](C)[C@H](C)CC1)C)C)C,default,5.5632,success,-6.98,,success,0.36293333333333333,512.73,6.84,1,4,80.67,2,2,-7.56,success
"3-ketotirucall-8,24-dien-21-oic acid",CC(=CCC([C@@H]1CCC2(C1CCC1=C2CCC2[C@]1(C)CCC(=O)C2(C)C)C)C(=O)O)C,default,5.6001,success,-6.16,,success,0.33867500000000006,426.64,6.97,1,2,54.37,4,1,-8.22,success
"3-alpha-hydroxytirucall-8,24-dien- 21-oic acid",CC(=CCC([C@@H]1CCC2(C1CCC1=C2CCC2[C@]1(C)CC[C@@H](C2(C)C)O)C)C(=O)O)C,default,5.2621,success,-5.8,,success,0.2985083333333334,428.66,6.76,2,2,57.53,4,1,-8.26,success
"3-beta-hydroxytirucall-8,24-dien-21-oic acid",CC(=CCC([C@@H]1CCC2(C1CCC1=C2CCC2[C@]1(C)CC[C@H](C2(C)C)O)C)C(=O)O)C,default,5.2621,success,-5.81,,success,0.29884166666666667,428.66,6.76,2,2,57.53,4,1,-8.26,success
ugandensidial,CC(=O)O[C@@H]1[C@@H](O)C2=C([C@@]3([C@@H]1C(C)(C)CCC3)C)C(=O)OC2,default,5.2175,success,-10.38,,success,0.4474583333333334,308.37,1.98,1,5,72.83,1,0,-10.12,success
limonene,CC1=CCC(CC1)C(=C)C,default,4.8068,success,-4.52,,success,0.21789999999999998,136.24,3.31,0,0,0.0,1,0,-9.9,success
n-octylacetate,CCCCCCCCOC(=O)C,default,4.0753,success,-6.21,,success,0.21327500000000002,172.27,2.91,0,2,26.3,7,0,-9.3,success
n-octanol,CCCCCCCCO,default,4.1977,success,-6.95,,success,0.24814166666666668,130.23,2.34,1,1,20.23,6,0,-9.58,success
sabinene,C=C1CCC2(C1C2)C(C)C,default,4.7362,success,-4.4,,success,0.20801666666666668,136.24,3.0,0,0,0.0,1,0,-9.99,success
trans-verbenol,CC1=C[C@H](O)[C@@H]2C[C@H]1C2(C)C,default,4.6867,success,-6.5,,success,0.2738916666666667,152.24,1.97,1,1,20.23,0,0,-10.0,success
"duva-3,6,8,13-tetraen-5alpha-ol-1-acetate",CC(=O)O[C@@]1(C)C/C=C/[C@@](C)(O)/C=C/C=C\CCC(/C=C/1)C(C)C,default,5.2376,success,-8.3,,success,0.37979999999999997,332.48,4.74,1,3,46.53,2,0,-9.69,success
o-methyl anisole,COc1ccccc1C,default,4.0727,success,-5.39,,success,0.18572500000000003,122.17,2.0,0,1,9.23,1,0,-10.25,success
"naphthalene decahydro-1,1,4a-trimethyl-6-methylene-5-(3-methyl-2-pentenyl)",C=C/C(=C\CC1C(=C)CCC2[C@]1(C)CCCC2(C)C)/C,default,5.2503,success,-3.62,,success,0.22485833333333335,272.48,6.31,0,0,0.0,3,1,-9.02,success
thunbergol,C/C/1=C/CC/C(=C/CCC(/C=C/C(CC1)C(C)C)(C)O)/C,default,5.3209,success,-5.6,,success,0.2967416666666666,290.49,5.81,1,1,20.23,1,1,-9.51,success
"phenanthrene-7-ethenyl-1,2,3,4,4a,5,6,7,8,9,10,10a-dodecahydro-1,1,4a,7-tetramethyl",C=C[C@]1(C)CCC2C(C1)CCC1[C@]2(C)CCCC1(C)C,default,5.3439,success,-4.08,,success,0.24799166666666667,274.49,6.22,0,0,0.0,1,1,-9.36,success
sclarene,C=CC(=C)CC[C@H]1C(=C)CC[C@@H]2[C@]1(C)CCCC2(C)C,default,5.1079,success,-4.24,,success,0.23365833333333333,272.48,6.31,0,0,0.0,4,1,-8.88,success
9-cis-retinal,O=C/C=C(/C=C/C=C(\C=C\C1=C(C)CCCC1(C)C)/C)\C,default,5.6001,success,-3.8,,success,0.26000833333333334,284.44,5.72,0,1,17.07,5,1,-8.71,success
octyl formate,CCCCCCCCOC=O,default,4.4817,success,-6.73,,success,0.264475,158.24,2.52,0,2,26.3,8,0,-9.24,success
verticiol,C/C/1=C\CC2CCC(C(C2(C)C)CC/C(=C\CC1)/C)(C)O,default,5.0487,success,-6.42,,success,0.30139166666666667,290.49,5.65,1,1,20.23,0,1,-9.53,success
decyl acetate,CCCCCCCCCCOC(=O)C,default,4.0753,success,-5.91,,success,0.20327500000000004,200.32,3.69,0,2,26.3,9,0,-8.98,success
"3-alpha-acetoxytirucall-8,24-dien-21-oic acid",CC(=CCCC([C@H]1CC[C@@]2([C@@]1(C)CCC1=C2CC[C@@H]2[C@]1(C)CCC(C2(C)C)OC(=O)C)C)C(=O)O)C,default,5.7265,success,-5.58,,success,0.329875,498.75,8.11,1,3,63.6,6,1,-7.2,success
tessmannic acid,OC(=O)CC[C@@H]1C(=C(C)C)CC[C@H]([C@]1(C)CCc1cocc1)C,default,5.5037,success,-7.24,,success,0.3666416666666667,318.46,5.47,1,2,50.44,6,1,-9.32,success
methyltessmannoate,COC(=O)CC[C@@H]1C(=C(C)C)CC[C@H]([C@]1(C)CCc1cocc1)C,default,5.2705,success,-5.71,,success,0.29620833333333335,332.48,5.55,0,3,39.44,6,1,-9.15,success
2-methylpropyltessmannoate,CC(OC(=O)CC[C@@H]1C(=C(C)C)CC[C@H]([C@]1(C)CCc1cocc1)C)C,default,5.6857,success,-5.85,,success,0.33547499999999997,360.54,6.33,0,3,39.44,7,1,-8.74,success
1-methylbutyltessmannoate,CCCC(OC(=O)CC[C@@H]1C(=C(C)C)CC[C@H]([C@]1(C)CCc1cocc1)C)C,default,5.9036,success,-6.1,,success,0.36196666666666666,388.59,7.11,0,3,39.44,9,1,-8.22,success
8-hydroxy-6-methoxy-3-pentylisocoumarin,CCCCCc1cc2cc(OC)cc(c2c(=O)o1)O,default,5.348,success,-11.2,,success,0.48566666666666664,262.3,3.24,1,4,59.67,5,0,-10.01,success
7-chloro-8-hydroxy-6-methoxy-3-pentylisocoumarin,CCCCCc1cc2cc(OC)c(c(c2c(=O)o1)O)Cl,default,5.5043,success,-9.43,,success,0.4396916666666666,296.75,3.89,1,4,59.67,5,0,-9.94,success
5-pentyl-3-methoxy-N-butylaniline,CCCCCc1cc(NCCCC)cc(c1)OC,default,4.649,success,-5.14,,success,0.22541666666666665,249.4,4.64,1,2,21.26,9,0,-9.49,success
norcaesalpin D,CC(=O)O[C@H]1[C@@H](OC(=O)C)CC([C@]2([C@@]1(C)[C@H]1C=C3OC(=O)C=C3[C@H]([C@@H]1CC2)C)O)(C)C,default,5.4086,success,-9.93,,success,0.44838333333333336,432.51,3.06,1,7,99.13,2,0,-9.17,success
"4(13),7-coloratadiene-12,11-olide",C=C1[C@@H](C)CC[C@]2([C@H]1CC=C1[C@@H]2COC1=O)C,default,5.4158,success,-6.78,,success,0.3439833333333333,232.32,3.1,0,2,26.3,0,0,-10.01,success
muzigadiolide,C=C1[C@@H](C)CC[C@]2([C@H]1CC=C1[C@]2(O)COC1=O)C,default,5.2191,success,-7.5,,success,0.3515916666666667,248.32,2.21,1,3,46.53,0,0,-10.02,success
11alpha-hydroxymuzigadiolide,C=C1[C@@H](C)CC[C@]2([C@H]1CC=C1[C@]2(O)[C@H](O)OC1=O)C,default,5.5729,success,-9.82,,success,0.4584083333333333,264.32,1.53,2,4,66.76,0,0,-9.71,success
muzigadial,O=CC1=CC[C@@H]2[C@]([C@@]1(O)C=O)(C)CC[C@@H](C2=C)C,default,5.0074,success,-7.12,,success,0.3212833333333333,248.32,2.05,1,3,54.37,2,0,-9.82,success
"6alpha,9alpha-dihydroxy-4(13),7-coloratadiene- 11,12-dial",O=CC1=C[C@H](O)[C@@H]2[C@]([C@@]1(O)C=O)(C)CC[C@@H](C2=C)C,default,5.1822,success,-9.71,,success,0.42218333333333335,264.32,1.02,2,4,74.6,2,0,-9.45,success
cinnamolide,O=C1OC[C@H]2C1=CC[C@@H]1[C@]2(C)CCCC1(C)C,default,5.2795,success,-6.71,,success,0.33029166666666665,234.34,3.32,0,2,26.3,0,0,-10.17,success
cinnamolide-3beta-acetate,CC(=O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC=C1[C@@H]2COC1=O)C,default,4.8721,success,-9.42,,success,0.386675,292.38,2.86,0,4,52.6,1,0,-10.16,success
mukaadial,O=CC1=C[C@H](O)[C@@H]2[C@]([C@@]1(O)C=O)(C)CCCC2(C)C,default,5.1043,success,-9.96,,success,0.42402500000000004,266.34,1.25,2,4,74.6,2,0,-9.7,success
ugandensidial,COC(=O)C1C=C(C=O)[C@](C2(C1C(C)(C)CCC2)C)(O)C=O,default,4.668,success,-10.27,,success,0.398,308.37,1.68,1,5,80.67,3,0,-9.66,success
"7alpha-hydroxy-8- drimen-11,12-olide",O=C1OCC2=C1[C@@]1(C)CCCC([C@@H]1C[C@H]2O)(C)C,default,5.1778,success,-9.67,,success,0.4204833333333333,250.34,2.44,1,3,46.53,0,0,-10.3,success
"7beta-hydroxy-4(13),7-coloratadiene-11,12-olide",C=C1[C@@H](C)CC[C@]2([C@H]1C[C@](C)(O)C1=C2C(=O)OC1)C,default,4.9117,success,-10.14,,success,0.413975,262.35,2.6,1,3,46.53,0,0,-10.15,success
warburganal,O=CC1=CC[C@@H]2[C@]([C@@]1(O)C=O)(C)CCCC2(C)C,default,4.7785,success,-10.17,,success,0.40387500000000004,250.34,2.28,1,3,54.37,2,0,-10.15,success
polygodial,O=C[C@H]1C(=CC[C@@H]2[C@]1(C)CCCC2(C)C)C=O,default,5.0908,success,-6.13,,success,0.29523333333333335,234.34,3.16,0,2,34.14,2,0,-10.08,success
azadirachtin,C/C=C(/C(=O)O[C@H]1C[C@@H](OC(=O)C)[C@@]2(C3C41CO[C@]([C@H]4[C@@](C)([C@@H]([C@@H]3OC2)O)C12O[C@@]1(C)[C@H]1C[C@@H]2OC2[C@]1(O)C=CO2)(O)C(=O)OC)C(=O)OC)\C,default,6.6575,success,-1.44,,success,0.2694583333333333,720.72,-0.2,3,16,215.34,6,2,-5.99,success
7alpha-acetoxyugandensolide,CC(=O)O[C@H]1C2=C(C(=O)OC2)[C@@]2([C@@H]([C@@H]1OC(=O)C)C(C)(C)CCC2)C,default,5.0351,success,-9.19,,success,0.3925916666666666,350.41,2.55,0,6,78.9,2,0,-9.97,success
bemadienolide,O=C1OCC2=C1C=C[C@@H]1[C@]2(C)CCCC1(C)C,default,5.2446,success,-6.51,,success,0.32071666666666665,232.32,3.24,0,2,26.3,0,0,-10.08,success
drimenin,O=C1OCC2=CC[C@@H]3[C@]([C@@H]12)(C)CCCC3(C)C,default,5.1843,success,-6.9,,success,0.3286916666666667,234.34,3.32,0,2,26.3,0,0,-10.0,success
friedelin acetate,CC(=O)OC1CC[C@@H]2[C@]([C@H]1C)(C)CC[C@H]1[C@@]2(C)CC[C@@]2([C@]1(C)CC[C@@]1([C@H]2CC(C)(C)CC1)C)C,default,5.0841,success,-5.12,,success,0.26100833333333334,470.78,8.82,0,2,26.3,1,1,-8.22,success
6alpha-hydroxymuzigadial,O=CC1=CC[C@@H]2[C@]([C@@]1(O)C=O)(C)CC[C@@H](C2=C)O,default,4.9012,success,-8.16,,success,0.3471,250.29,0.78,2,4,74.6,2,0,-9.41,success
9-deoxymuzigadial,O=C[C@H]1C(=CC[C@@H]2[C@]1(C)CC[C@@H](C2=C)C)C=O,default,5.2764,success,-6.32,,success,0.31703333333333333,232.32,2.94,0,2,34.14,2,0,-9.9,success
deacetoxyugandensolide,O[C@H]1C2=C(C(=O)OC2)[C@@]2([C@@H]([C@@H]1O)C(C)(C)CCC2)C,default,5.1756,success,-10.17,,success,0.4369666666666667,266.34,1.41,2,4,66.76,0,0,-9.91,success
"7beta-hydroxy-4(13),8-coloratadien-11,12-olide",C=C1[C@@H](C)CC[C@]2([C@H]1C[C@H](O)C1=C2C(=O)OC1)C,default,5.1813,success,-7.71,,success,0.3554416666666667,248.32,2.21,1,3,46.53,0,0,-10.0,success
linoleic acid,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,default,4.2923,success,-5.7,,success,0.21435833333333335,280.45,5.88,1,1,37.3,14,1,-7.93,success
kaempferide 3-O-beta-xylosyl (1â†’2)-beta-glucoside,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(cc2)OC)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O,default,6.5761,success,-2.91,,success,0.31167500000000004,594.52,-1.48,8,15,238.2,7,3,-6.11,success
"kaempferol 3-O-alpha-rhamnoside-7,4'-di-O-beta-galactoside",OC[C@H]1OC(Oc2ccc(cc2)c2oc3cc(OC4O[C@H](CO)[C@@H]([C@@H]([C@H]4O)O)O)cc(c3c(=O)c2OC2O[C@H](C)[C@H]([C@@H]([C@@H]2O)O)O)O)[C@@H]([C@H]([C@H]1O)O)O,default,6.3915,success,-1.4,,success,0.2459583333333333,756.66,-4.27,12,20,328.35,9,3,-5.16,success
"kaempferol 3,7,4'-tri-O-beta-glucoside",OC[C@H]1OC(Oc2c(oc3c(c2=O)c(O)cc(c3)OC2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)c2ccc(cc2)OC2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,default,6.1175,success,-0.53,,success,0.19412499999999996,772.66,-5.3,13,21,348.58,10,3,-5.06,success
quercetin 3-O-[alpha-rhamnosyl (1â†’6)] [beta-glucosyl (1â†’2)]-beta-glucoside-7-O-alpha-rhamnoside,OC[C@H]1OC(O[C@@H]2[C@@H](O)C(O[C@@H]([C@H]2O)COC2O[C@H](C)[C@H]([C@@H]([C@@H]2O)O)O)Oc2c(oc3c(c2=O)c(O)cc(c3)OC2O[C@H](C)[C@H]([C@@H]([C@@H]2O)O)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,default,6.8818,success,-1.08,,success,0.27615,918.8,-5.36,15,25,407.5,11,3,-4.88,success
kaempferol,Oc1ccc(cc1)c1oc2cc(O)cc(c2c(=O)c1O)O,default,5.4304,success,-10.12,,success,0.4565333333333333,286.24,2.28,4,6,111.13,1,0,-9.73,success
kaempferol 3-rhamnoside,Oc1ccc(cc1)c1oc2cc(O)cc(c2c(=O)c1O[C@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)[O-],default,6.2156,success,-5.69,,success,0.3743,431.37,0.15,5,10,172.88,3,0,-8.28,success
kaempferol 3-rutinoside,Oc1ccc(cc1)c1oc2cc(O)cc(c2c(=O)c1O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](C)[C@@H]([C@H]([C@H]2O)O)O)[C@H]([C@@H]([C@H]1O)O)O)O,default,6.4348,success,-2.89,,success,0.29923333333333335,594.52,-1.39,9,15,249.2,6,3,-6.16,success
myricetin,Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1cc(O)c(c(c1)O)O,default,5.4064,success,-9.18,,success,0.42319999999999997,318.24,1.69,6,8,151.59,1,1,-8.78,success
quercetin 3-rhamnoside,Oc1cc(O)c2c(c1)oc(c(c2=O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)c1ccc(c(c1)O)O,default,6.281,success,-4.68,,success,0.3460833333333333,448.38,0.49,7,11,190.28,3,2,-7.74,success
kaempferol 3-arabinoside,Oc1ccc(cc1)c1oc2cc(O)cc(c2c(=O)c1O[C@@H]1OC[C@@H]([C@@H]([C@H]1O)O)O)O,default,6.1695,success,-5.41,,success,0.36112500000000003,418.35,0.39,6,10,170.05,3,1,-8.18,success
quercetin 3-glucoside,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)C(C([C@@H]1O)O)O,default,6.2557,success,-5.42,,success,0.36864166666666665,464.38,-0.54,8,12,210.51,4,2,-7.28,success
quercetin,Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,default,5.5899,success,-9.79,,success,0.458825,302.24,1.99,5,7,131.36,1,0,-9.36,success
kaempferol 3-rhamnoside-4'-galactoside,OC[C@H]1OC(Oc2ccc(cc2)c2oc3cc(O)cc(c3c(=O)c2OC2O[C@H](C)[C@H]([C@@H]([C@@H]2O)O)O)O)[C@@H]([C@H]([C@H]1O)O)O,default,6.4313,success,-2.76,,success,0.29460833333333336,594.52,-1.74,9,15,249.2,6,3,-6.09,success
myricetin 3-galactoside,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2cc(O)c(c(c2)O)O)[C@@H]([C@H]([C@H]1O)O)O,default,6.0855,success,-5.38,,success,0.35312499999999997,480.38,-0.83,9,13,230.74,4,2,-7.13,success
kaempferol 3-glucoside,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O,default,6.1288,success,-4.55,,success,0.3290666666666667,448.38,-0.24,7,11,190.28,4,2,-7.5,success
rhamnocitrin 3-O-beta-neohesperidoside,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)OC)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,default,6.5285,success,-0.57,,success,0.22970833333333335,608.55,-1.09,8,15,238.2,7,3,-6.15,success
rhamnetin 3-O-beta-neohesperidoside,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)OC)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,default,6.6476,success,-1.11,,success,0.2576333333333333,624.55,-1.38,9,16,258.43,7,3,-5.97,success
